id,Preferred Name,Industry,Job Title,Job Tags,Job Tags Broad,Job Description,STEEP Change 1,STEEP Change 2,STEEP Change 3,STEEP Combined,STEEP Reason 1,STEEP Reason 2,STEEP Reason 3,Combined Signals,Archetype,Future - Litany,Future - Job Title,Future - Systems,Future - Metaphor,Feedback,How got to know,tags
621e272266d23227e043cd9d,Jack,Education,Slave,education,Education / Development,I work for my capitalist overlords,Technological,Environmental,Political,"Technological,Environmental,Political",Blockchain technology,New sources of resources,Decentralised Autonomous Organizations,"blockchain,new sources of resources,DAOs",Transformation,He's letting his blood get siphoned for daily blood letting activity,Ironmonger,"We ran out of iron, and need humans to donate blood for iron harvesting","Water is water, blood is blood",,DesignSG Telegram group,
621e0c211b58867b234d1651,Siying,Design,UX Consultant,design,Arts / Design / Creative,provide user centered design solutions to clients,Environmental,Technological,Social,"Environmental,Technological,Social",climate change,blockchain technology,polarized views,"climate change,blockchain,polarised views",Transformation,observing people through latest technology,human expert,changes in technology and social needs,change is the only constant,,really cool concept!!!,Reflections yes
621f90b537900d62331e86f5,Stephanie,Electronics manufacturing,Senior communications manager,manufacturing,Logistics / Manufacturing,Make the company look good and get people to participate in our initiatives,Social,Technological,Political,"Social,Technological,Political","More awareness of social justice, more polarised views","IoT, AI, availability of data","Political ideologies, more populist leaders, ukraine situation","polarised views,increased social justice,iot,artificial intelligence,big data,political ideologies,populist leaders,war",Transformation,Calling people,Senior communications manager,Companies will still exist and they will still need to communicate to employees and the public,"A frenzy, a flurry of information, a mosaic with pieces flying around",,Linkedin,
621e0091dd1dc1303704fec2,Yan Bing,Public Service,Senior Manager/Innovation Unit,"public service,innovation",Public Service,Drive transformation and innovation in the organization,Economic,Technological,Social,"Economic,Technological,Social",Global talent crunch,Cheap tech,Shrinking labor force,global talent crunch,Transformation,Pushing the next wave of transformation in society,Transformer,"We are again at the limits of tech, knowledge. People no longer want to spend long hours at work, and we continue to search for tech and innovative solutions to replace the lost labor",Life on the edge,,Facebook!,
62280f8d4ea80d52d244ac9c,JT,Marketplace,Product Designer,"e-commerce,design",Arts / Design / Creative,I help business teams to understand their target users and build products that meets the business goals and user needs,Environmental,Political,Technological,"Environmental,Political,Technological","Climate Emergency / collapse, and it feels like we're not moving fast enough to prevent it from collapsing?","Russia/Ukriane > fight over resources > basic oil, gas, food prices will go up

Not sure how that will pan out, but as a citizen I'm not sure how to help either",Generally technological advances that can also enable us to change they way we communicate,"climate change,war,depleting resources,communication technology",Transformation,"Wow so cool

This person is currently sitting comfortably in their workspace. It's quiet, and daylight streams in through the floor to ceiling windows. They're situated somewhere in the mountains, in a sustainably built bungalow. When you look out, you see the view.

Maybe the view sucks, cause the world didnt manage to figure out how to stop climate change/collapse.

Or maybe the view is amazing, cause we somehow managed to reverse the environmental damage.

Remote work is possible. This person can move to another place on earth easily, and their organisation/team is flexible with that

Anyway.

The person is working in their multi screen workspace (ah, digital real estate)

They're working with an environmentally conscious company, that's either global, or that is able to easily work with other companies in other parts of the world. The organisation aims to study and come up with solutions that helps to maintain or reverse environmental damage, using tech to easily communicate with the other companies in other parts of the world (e.g. understand what's going on in Borneo/Amazon rainforest/ Antartica). This person's role is a smaller cog in this machine, but basically helps to build a product that's easy and efficient for other humans to use.

Perhaps other citizens are able to participate in this organisation's effort as well, through the use of this product.","Product Builder? HAHA

Do we need titles?","We're still fighting climate change, or maintaining the ecosystem","Wow uh

Hope is a beacon of light",,"Pretty cool experiment, guys!!

Would love to read the responses from other people, if possible

Loved the storytelling and how the survey was built. I think it really transported me forward to 2100, and to imagine how that might be. And I didnt feel pressured to come up with something like VISIONARY you know? It was fun.

I think the only part was the first part, when I was asked about my current job title. Because of how futurist this survey sounded, I almost typed in a futuristic sounding job title hahaha",
621e1b1d1b58867b234d1715,Yeng,Personal Development,Coach,coaching,Education / Development,I listen to people and talk to people,Social,Technological,Environmental,"Social,Technological,Environmental",Polarised Views,Artificial Intelligence,Food and Water Safety,"polarised views,artificial intelligence,food security,access to clean water",Transformation,Still the same thing but different environment,Coach,Cos of polarised views and artificial intelligence,People living in silos,,Instagram!,Reflections yes
621e24c84bfec76537476dc5,Yi,Design,Tech,design,Arts / Design / Creative,3D Printing,Environmental,Political,Social,"Environmental,Political,Social","Sea water contamination and air pollution caused by man-made disaster. Restoration of mother earth to original state requires human to lead a discipline, minimal waste lifestyle.",Human exploiting benefits and gains at the expense of others. Massive operations carried out to eliminate the ever increasing world population. Human will have to adapt and learn to co-exist with the limited and depleting natural resources.,"Selfishness, lack of empathy and love cause distrust even amongst the closest loved ones. Humans will have to relearn the meaning of family and friend.","sea water contamination,pollution,man-made disasters,overpopulation,depleting resources,selfishness,increased social distrust",Discipline,"At home, managing work at the comfort of his bed by the simplest of control using mind/brain waves. 99% automation with 1% human intervention.",Enabler,Society is on the verge of breakdown with near to 0 physical interaction as most tasks can be accomplished with technology. Human just need Enabler to ensure script runs normally in the world of Year 2100.,Human are chess pawn,,Telegram. DesignSG group.,
621e32c7566e066e9b4bde61,Zining,Education,Teaching Assistant,education,Education / Development,Inspire a younger generation to learn,Political,Economic,Technological,"Political,Economic,Technological",The current issues about Ukraine and how the world is reacting to it,"Mainly because of COVID-19, there’s something changing, something new emerging every other day","Im not very sure about this but it’s closely tied to economic changes, and the rise of NFTs","war,pandemic,NFTs",Discipline,"The person is following some (new) regulations at work, perhaps something foreign to me but familiar to them",Digital Educator …?,"I would like to change the title to Nomad Educator. Sounds cooler...!

The society is seemingly still normal. But there’s resentment over poor political leadership and general apathy. People are tired of following rules imposed on them and are creating their own rules. Students attend classes that matter most to them, outside of school.",Information is power,,From DesignSG tele group! And also because my fellow colleagues and I had attended Studio Dojo’s amazing facilitation workshops 👋🏽,Reflections yes
62455a930fa4945b495b54a4,Francis,Health and sport,Company director,health and sport,Healthcare,making product to address users' needs,Social,Environmental,Technological,"Social,Environmental,Technological","aging society, more singles, population grow in under-developed countries but dropping in developed countires.","Energy consumption over the last 100 years was more than the entire human history before that. This is simply not sustainable for mankind. A new, more sustainable way of living will be the result, by design or by crisis.","communication and information technology, big data, data mining, AI and better understanding of the nature will allow more integrated and sustainable solution to be discovered and developed.","ageing population,decreased birthrate,shifting global powers,increased sustainability,sustainable energy,communication technology,information technology,big data,data mining,artificial intelligence",Discipline,"As normal, he is enjoying his morning cycling and on his way to breakfast. Suddenly the sky is getting dark and it starts raining heavily.",Problem and solution identifier,"human being still has a body, the earth continue to rotate, and the weather changes accordingly. Human needs are largely the same but resources are getting more constrain. Better and more sustainable solutions are needed.","Life is like riding a bicycle.
To keep your balance, you have to keep moving.",Interesting way of collecting feedback. well done!,Via Khai Seng's Linkedin,
6243de484ac6503df90d0654,Edric,Environment Services,Student,"sustainability,student",Environment,Learn about environmental problems and help to formulate holistic solutions,Environmental,Economic,Political,"Environmental,Economic,Political",Adverse effects of climate change will eventually force us to understand that we have to live sustainability and in harmony with the environment,"Our current economy works mostly on the basis of capitalism and exploitation. As environment changes starts to greatly influence our worldview, we wi understand that the economic system of capitalism is severely flawed and will actively seek to abolish it","With the abloishment of capitalism, our policies and political figures will be less influenced by the rich. Power will be more even distributed to the people and no matter what political ideology a society adopts, the focus will be on equality, equity, and harmony","climate change,increased sustainability,distribution of power to people,increased equality,increased equity,increased harmony,alternative economic systems",Discipline,This person is looking through cases and preparing for big meetings between different stakeholders that aims to maintain harmony. The principles of equity and equality are being applied to the meeting and will form the structure of the outcomes of the meeting,Stakeholder coordinator and key facilitator,"Society has finally accepted that they need to consider the perspective and expetise of others, and go into engagement with the mindset that everyone is of equal standing, and that everyone here will benefit by working with each other, rather than inequality in benefits. To reach truly holistic solutions that are formulated on the basis of equality and equity however, there is a need for facilitators to help coordinate such meetings and usher the complex group of unique individuals into a common goal",Holism,,Li Seng share this with the Green Nudge team ✌🏻,
62259d6befe6c84f492d2ff1,mc,transport,designer,"transport,design",Logistics / Manufacturing,i make digital interfaces easy to understand and use,Environmental,Political,Economic,"Environmental,Political,Economic",Climate change and environmental disasters,"Nationalisation, anti-foreigner sentiments",Growing economic gap between middle and upper class,"climate change,natural disasters,nationalism,widening income gap",Discipline,"They work in solitude, surrounded by various small devices",Designer,Humans cannot live without devices. Lack of resources dictate that energy consumption is as low as possible. Designers have to come up with new ways to optimise sustainable device and energy usage,double standards,,friends of figma sg,Reflections yes
621e4055ab4080579f291b7b,Mae,Technology,System Architect,"tech,design",Arts / Design / Creative,I design system architecture for software solutions,Social,Environmental,Technological,"Social,Environmental,Technological",Polarized views,"Global warming, climate change, depleting resources","AI, VR, ML,","polarised views,global warming,climate change,depleting resources,artificial intelligence,virtual reality,machine learning",Discipline,Projected screens and AI technology assisting them in coming up with an architecture,Wander Vision,Advanced technology and more skilled workers,Endless possibilities,,Through a friend,
6230714ae42f516426244eb5,Deborah,Design function in the F&B industry,Creative Lead,design,Arts / Design / Creative,"Managing everything from branding, brand experience, art direction, marketing to collaborations in a chocolate shop",Social,Technological,Environmental,"Social,Technological,Environmental","Work-from-home culture, empowerment in the workplace, inclusivity","Machine learning, 3D printing, bots like yourself🤓","Climate change, loss of wildlife & biodiversity, emphasis on sustainable food/material sourcing","remote work,inclusivity,artificial intelligence,3d printing,robots,climate change,loss of biodiversity,increased sustainability,sustainable food",Discipline,"This person is working on a creative research project. For inspiration, he is working out of a little remote cabin located somewhere in a protected part of the woods. He remains connected to other people and the rest of world with the help of technology",Gastronomy Researcher,"Sources of food and fresh produce have become very limited due to the change in climate, naturally reducing the number of tastes/flavours/smells that exists. On top of being a form of sustenance, food is still a huge vehicle for reflecting culture and transcending emotions. As such, there is a need to research ways to preserve or elevate flavour and taste experiences",Life is like a box of chocolates,,A boy with a bike shared this experiment with me. It's brilliant and really well set up! I hope the data collected will be instrumental and inspirational for his work☺️,Reflections yes
621ec66dca87e20dfe16e4ed,D,Government,Lawyer,public service,Public Service,"Advise government clients on legal options, limits and approaches to accomplishing organization goals.",Social,Environmental,Political,"Social,Environmental,Political",Nationalism,climate change,"conflict, historical grievances, land claims","nationalism,climate change,war",Discipline,managing / supervising automated (AI) legal advice,Legal Supervisor,"The law is becoming increasing complex such that no one person can know and analyze all of the law. There remains a requirement, ethically and legally, to ensure that the advice relates to facts and interpersonal dimensions.",Put up or shut up (much work to be done and we need to get on with it),,World Futures Course with John Sweeney,
6216755550eb760add69cf6e,Josh,Finance,Risk manager,finance,Finance,I build systems and tools to improve decision quality for questions of how to prevent loss.,Environmental,Political,Economic,"Environmental,Political,Economic",Depleting resources,Political ideologies,Global talent crunch,"depleting resources,political ideologies,global talent crunch",Discipline,They are standing at a wide view projected interface observing data and measurements as they are flowing in real time,Future risk forward engineer,The world is attempting to pre-engineer risks in order to avoid them,Under orange skies,,Damien Teo's presentation in John Sweeney's class,John student
621e21d1ba31130e5a2b1c13,Debra,Community and Social Services,"Lead, Community Development",social service,Social Service,I develop communities so they can better address whatever social issues they are tackling,Technological,Environmental,Social,"Technological,Environmental,Social","Metaverse, artificial intelligence, cryptocurrency","Climate change, rising sea levels, forests burning, loss of marine biodiversity","Polarised viewpoints, trend of decrease in trust between citizens and governments","metaverse,artificial intelligence,cryptocurrency,climate change,rising sea levels,deforestation,loss of biodiversity,polarised views,decreased trust in governments",Discipline,"Racing against time, overwhelmed and overloaded, doing a lot of repair work on parts of society that has fragmented",Community crisis manager,"More people are in dire need due to income inequality and access to opportunities, demand for higher standards of living and care, more fragmentation of communities due to differing opinions and perspectives",Oil and water,,Studio Dojo’s Facebook post,Reflections yes
6220b545c74b0f467231cd50,Cs,Tech,Designer,"tech,design",Arts / Design / Creative,I make information on the web easy to use and understand,Environmental,Political,Technological,"Environmental,Political,Technological",All the signs of runaway climate crisis,Nation states and communities are bad at collective action and collective flourishing,Tech adapts...,"climate change,decreased collaboration",Discipline,Trying to make info about the environment more user friendly for the public and researchers,Information architect,Exponential increase in information... idk,Sunlight is sunlight,,,
621e28f7fd59823e9276c011,Ying,Education,Community Developer,education,Education / Development,I connect communities doing good work and support them in their social enterprise journey,Social,Environmental,Political,"Social,Environmental,Political",Polarising and bias views,Unsustainable use of resources,War and decentralisation of power,"polarised views,depleting resources,war,decentralisation",Discipline,"She is walking around and chatting with people, with the use of augmented reality in her hands.",Connector,"The desensitisation of society, and the lack of data as to how people really feel and think as an individual",A world of opposite ends,,I got to know of this through the Common Ground community,
6229c45164dfc519d26836d0,Wan Yi,Healthcare tech,Product designer,"healthcare,tech,design",Healthcare,Design digital products to support public/private healthcare,Environmental,Technological,Social,"Environmental,Technological,Social","climate change, depletion of natural resources, extinction of animals species","hyperconnected globalised world, reduced emphasis on real world connections, dissociation with identity","non-nuclear family structures, less emphasis on reproduction, declining birth rates","climate change,depleting resources,loss of biodiversity,globalisation,dissociation of identity,blurring of physical and virtual worlds,non-nuclear family structures,decreased birthrate",Discipline,"designing/creating things happen instantly, products can appear fully functioning. work is done in the mind.",designer,ever changing needs,web,,DesignSG telegram group,
621e2cfe1b58867b234d1814,Saman,Education,Trainer / Facilitator,education,Education / Development,design experiences for effective learning & self-development,Economic,Political,Environmental,"Economic,Political,Environmental","digital workplaces, globalisation",political ideologies,"climate change, people adapting to attitudes towards shift in available resources","digitalisation,digital nomad,globalisation,political ideologies,climate change,depleting resources",Discipline,"facilitating a session with global participants yet managing the limits of the online space. innovation tapping into devices, tools, channels far more advance and sophisticated than current. yet balancing with supporting participants who may be struggling with new tech",facilitator,"more interconnectedness , less barriers to connecting",juggling 🤹‍♂️ forces of past and upcoming trends,,CG,
62159c92a3f537137d343e85,E,Arts and Culture,PM,arts,Arts / Design / Creative,"Managing time, money and talent",Environmental,Political,Technological,"Environmental,Political,Technological",Climate,Nationalism,Siren Servers,"climate change,nationalism,siren servers",Discipline,"Their work is primarily negotiating with others what steps to take. They are overworked. Use AI to run simulations to support or refute courses of action, or find talent.",PM,There are always going to be projects to manage,Switch board operations,,,"Reflections yes,John student"
622742661704b13ff64b057c,N,Design,Experience Designer,design,Arts / Design / Creative,I am a storyteller,Environmental,Political,Social,"Environmental,Political,Social",There's a limit to the forest we should cut down,This limit and way of thinking we can just keep destroying has to be mitigated from a systematic level,Social structures changing from bottom up alongside Political change will make an effective Disciplined future,depleting resources,Discipline,They are tired,Anarchist,The Disciplined future failed. Protests became riots which became uncontrollable,Post-climate change survivor,,Previous employer,
621ed8ee55e1460f833ec261,S,Finance,Project manager,finance,Finance,Measure and manage initiatives,Environmental,Social,Technological,"Environmental,Social,Technological",Depletion of natural resources,Stagnating population growth,Stagnation in current innovation,"depleting resources,stagnating population growth,stagnating growth,stagnating innovation",Discipline,In a home office,Implementor,"More direct job titles and slightly more advanced tech, but no major change in work structure",Waiting for godot,"This bot was characterised as a story at the beginning, but it felt more like a survey and so wasnt very enjoyable",NA,
621ecaf7bb11aa5b321a837b,April,Hazardous Waste,Human Resource Business Partner,hazardous waste,Environment,"I support the people that do the work by answering questions around pay, benefits, career, and growth.",Political,Technological,Social,"Political,Technological,Social",The war between Russia and Ukraine. The shift in the span of government control within the US.,Technology that promotes sustainability and mental health.,The increase in awareness around mental health. The sense of global community.,"war,decreased trust in governments,increased sustainability,increased mental health,global community",Discipline,The person is outside sitting on a bench in what looks like a well put together park. Floating in front of her is a small screen with a face on it talking about their work. She is quickly able to enter notes about this person by simply looking to the left of the screen. The words in her mind appear as she thinks through what the person on the screen is telling her. After a quick goodbye she flicks her hand up and the screen disappears. She gets up from the bench and presses on her sunglasses to shade darker and call the manager who’s name she is saying out loud.,Human Specialist,Most of the work that is done at this point is automated. There are very few humans that work and those that do work need constant learning to ensure they can keep up. She is there to ensure those few humans have what they need. Mental health is a key objective in her line of work. She studies each employees mental health regularly by checking in on them. She also works with people managers to ensure schedules are maintained and that new laws and regulations supporting employees are adhered to.,Work is a means of growth but not of life.,,I am a student at University of Houston in the Foresight program.,
621e0738a4b99c02db07393e,Joash,Fintech,UI UX Design intern,"finance,design,tech",Finance,I'm a full-time student and an aspiring UI UX designer.,Technological,Environmental,Social,"Technological,Environmental,Social","Increased use of Blockchain technology, increased use of technology to spy and conduct surveillance on people and the converse, to safeguard privacy.",Increased use of technology means an increased demand for resources and means to construct and build such technologies,Humans will be separated from each other via the technology we create,"blockchain,increased surveillance,privacy concerns,depleting resources,decreased physical interaction",Discipline,"This person is very individualistic and motivated by self-interest. There is a general air of distrust towards the colleagues that this person is not close to. This person is very technologically savvy, they utilise different tools and gadgets to complete or enhance the efficiency of their work.",General Technologist Executive,Increased use of technology and penetration rates of technology,Dystopian,,Telegram,
621e4089dd1dc1303705025d,Xinran,-,Student,student,Education / Development,-,Environmental,Political,Social,"Environmental,Political,Social","Depleting resources, extreme weather patterns and natural disasters resulting in mass displacement","Public outrage and pressures resulting from those listed in env, also clashing political ideologies and slow pace of legal/policy changes, also constant change of leadership so progress is continuously undone by successor","Polarised views fed by media and politicisation of issues, Aging population","depleting resources,extreme weather,natural disasters,mass displacement,civil unrest,political ideologies,ineffective world leadership,polarised views,ageing population",Discipline,"Assuming this person is a young person from Singapore, they would possibly be studying but very involved in social and political issues. Or they could lose interest in further education and join the workforce given the high demand due to ageing population",Student / Youth Advocate / Youth Organiser,"Exacerbation of env/social/political issues, leading to increased public interest in policy Changes, hence social enterprises and advocacy groups grow in size and strength

Also outrage over slow actions global leaders",People is power,,Message from telegram and Instagram post :),Reflections yes
621ea911566e066e9b4be4d6,Mariel,Design,Industrial designer,design,Arts / Design / Creative,"I work with engineers, designing production robots",Political,Environmental,Technological,"Political,Environmental,Technological",Boldness of countries to invade one another. Threats and internal fighting within countries,Climate change and world hunger continues,Ethics in the technology we use,"war,civil unrest,climate change,world hunger,technology ethics",Discipline,Technology advancement is so great that robots now have the social intelligence that of animals,Robot whisperer,Technology advancement is so great that robots now have the social intelligence that of animals,Hope is on the horizon,,Awesome!,Reflections yes
62217153b3309273de44dc59,Gayatri,Technology,Head of Product,tech,Computing / ICT,I solve customer problems which benefits all including my business.,Social,Environmental,Political,"Social,Environmental,Political","Economic, Social and Political",Depleting resources,"War, Politics and polarization across world","depleting resources,war,polarised views",Discipline,"Well, it's evening in my timezone. Assume person is in same location as me, is working with family and spending leisure time. Watching TV.","Oh work wise. Titles are mess now, I want to see it's better understood and is standardized. Head is called Chief, VP, Sr. Director, Principal. By 2021, it should be just one definition across the industry.","I am biased that Product role brings much needed customer orientation and change in Technology. It would even be more relevant as people adopt new VR, XR, IOT, NFT worlds and need someone like this role to understand their issues, technical, social, ethical - all holistically to solve. As we will get even more isolated with new virtual worlds and tech dependence sadly will increase, not decrease.",Zindagi na milegi dobara (translation. Live life once and to fullest),Bye,From Tamas M. - my favorite colleague and UX researcher LI feed.,
621e04eb4bfec76537476c40,kaz,FinTech,UX Research Lead,"finance,research",Finance,I provide research insights to a FinTech companies,Environmental,Social,Technological,"Environmental,Social,Technological","Climate Change
Less water
Need for prudent use of resources","Aging population
Urbanization = less population working in rural food production
Birth control/child policies","Regulated use of VR, AR, IoT and Blockchain to prevent corruption, privacy offenses","climate change,depleting resources,access to clean water,ageing population,urbanisation,decreased birthrate,virtual reality,augmented reality,iot,blockchain,corruption,privacy concerns",Discipline,Research but in a 2100 context,Research Insights?,More digital solutions,An open book,,,
6241892a313b91718b6e8569,Tuskoriented,Government,Designer,"public service,design",Public Service,I help to make life better for Singaporeans by designing new services and products,Economic,Environmental,Technological,"Economic,Environmental,Technological","Tightened restrictions around import and export, increased nationalistic policies, reduced access to critical natural resources","Global warming, depletion of natural resources, increased challenges for agriculture and farming, constraints around energy production","Moore’s law being challenged, decreased rate of innovation, increased complexity and proliferation of systems","nationalism,depleting resources,global warming,decreased energy sources,decreased farming,food security,decreased innovation",Discipline,"The person is trying very hard to secure the resources they need to support compassionate “grey areas” of citizen need.

Even as resources are increasingly scarce, there is a pressing and urgent need to triage and prioritise where governments invest, and the rules and policies that govern distribution of these resources.

With a range of daily problems, requests and complaints streaminghow in to the government everyday, somebody has to make sense of how to group, prioritise and tackle these problems.

Every team within the government has its own limited resources and constraints. There is a need to coopt the attention and interest of these other teams with the promise of a good outcome.

Good outcomes are defined by their ability to contribute to measurable citizen satisfaction, and to positive affect towards civic services.

A range of guerilla Robin Hood-style community organisations have sprung up, with the nimbleness to speedily tackle problems and break the rules to make quick fixes.

One of your personal beliefs is that their engagement is vital to helping to solve some of the issues that are coming up. You’re keen to understand how these partnerships might happen, and open to doing so quietly and experimentally.

Another pattern that is providing hope is increased ability for frugal innovation and ground-up efforts at scrounging and recycling existing resources. You wonder if there is a way to open-source some of the existing “dead systems” and abandoned code that exists within the government, so that independents can make use of this “waste” infrastructure.",Resource and Allegiance Coordinator,"After the proliferation of data and wealth in the 2000s, the earth hit a point of resource famine. Since then, there is increased scarcity among resources, and governments have had to prioritise their interventions.

Increased civic discontentment has resulted in a need for agents who can broker deals with self-organised groups of citizens who are agitating for change and different priorities.

There is a need for a coordinator to align their allegiances to that of the government, by ensuring that resources are shared and allocated in a meaningful way.

This restores the sense of connectedness and possibility within an otherwise fraught society.","The world is a tapestry that’s resolving itself into a series of tangled tassels. My job is to make sure that the damaged tassels are reconnected to the main tapestry, and to do that restoration work.",,DesignSG group + Linkedin!,
621f841794a00119fe003b80,Andrea,Waste,Human Resources Generalist,hazardous waste,Environment,"Guide managers on how to engage, utilize, and hold their team members accountable.",Environmental,Economic,Technological,"Environmental,Economic,Technological",Overutilization of non-renewable natural resources,Disagreement between political parties in the US,"Technology is advancing so quickly, I can't even imagine what the world will look like in 10 years let alone 80","depleting resources,shifting political powers,polarised views",Discipline,This person interacts via the metaverse with team members all over the world. There are no more corporate offices - collaboration and meetings are done virtually. The work week has decreased to 4 days per week to get the best out of team members and provide a better work life balance. Minimum wage level jobs have been replaced with automation (robots) and most people got into the tech field. The industry I work in struggles to find blue collar labor and more automation has been introduced to make up for the labor shortage.,Resource Partner,"lack of human resources, and utilization of non-human resources",Work hard play hard,,,